Name;ID;Initial Class;Age;Gender;Birth Month;Birth Day;Support Type;Innate Prof.;Sub Proficiency;Level;Internal Level;HP Base;Str Base;Mag Base;Dex Base;Spd Base;Def Base;Res Base;Lck Base;Bld Base;Mov Base;SP;HP Growth;Str Growth;Mag Growth;Dex Growth;Spd Growth;Def Growth;Res Growth;Lck Growth;Bld Growth;HP Cap+;Str Cap+;Mag Cap+;Dex Cap+;Spd Cap+;Def Cap+;Res Cap+;Lck Cap+;Common Skills;Normal Skills;Hard Skills;Maddening Skills;Engage Skills;Origin;Description;HP Base Hard;Str Base Hard;Mag Base Hard;Dex Base Hard;Spd Base Hard;Def Base Hard;Res Base Hard;Lck Base Hard;Bld Base Hard;Mov Base Hard;HP Base Maddening;Str Base Maddening;Mag Base Maddening;Dex Base Maddening;Spd Base Maddening;Def Base Maddening;Res Base Maddening;Lck Base Maddening;Bld Base Maddening;Mov Base Maddening
Elusian Soldier;PID_M010_??????_???????;Lance Armor;---;Male;---;---;Default;---;---;13;0;34;11;0;11;4;15;0;2;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;36;15;1;12;4;20;2;3;9;4;38;16;2;14;4;23;5;3;9;4
Elusian Soldier;PID_M010_??????_?????;Archer;---;Female;---;---;Default;---;---;12;0;25;8;0;14;9;2;1;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;27;12;1;16;9;6;5;3;6;4;29;13;3;17;9;8;7;3;6;4
Elusian Soldier;PID_M010_??????_???;Mage;---;Female;---;---;Default;---;---;14;0;22;1;10;10;11;1;9;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;23;4;14;11;11;5;14;3;5;4;25;6;16;13;11;8;17;3;5;4
Elusian Soldier;PID_M010_??????_???_???;Mage;---;Female;---;---;Default;---;---;14;0;22;1;10;10;11;1;9;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;23;4;14;11;11;5;14;3;5;4;25;6;16;13;11;8;17;3;5;4
Elusian Soldier;PID_M010_??????_???;Martial Monk;---;Female;---;---;Default;---;---;14;0;25;5;7;10;10;4;10;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;26;8;11;11;10;8;15;5;4;4;28;10;13;13;10;10;18;5;4;4
Elusian Soldier;PID_M010_??????_????????;Sword Fighter;---;Male;---;---;Default;---;---;12;0;26;6;0;11;15;4;3;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;28;10;1;13;15;7;6;4;6;4;30;12;3;15;16;10;9;4;6;4
Elusian Soldier;PID_M010_??????_???????;Axe Flier;---;Female;---;---;Default;---;---;13;0;28;7;4;12;16;4;8;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;30;10;7;14;16;8;12;6;5;5;32;12;9;16;17;10;14;6;5;5
Elusian Soldier;PID_M010_??????_???????;Sword Flier;---;Female;---;---;Default;---;---;13;0;28;7;4;12;16;4;8;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;30;10;7;14;16;8;12;6;5;5;32;12;9;16;17;10;14;6;5;5
Elusian Soldier;PID_M010_??????_??????;Lance Cavalier;---;Female;---;---;Default;---;---;13;0;31;8;1;13;12;5;3;3;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;3;15;12;9;7;4;8;5;35;14;5;16;12;12;9;4;8;5
Thief;PID_M010_??_???;Thief;---;Male;---;---;Default;---;---;13;0;25;8;0;16;17;3;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An opportunist using the chaos of war as cover to steal.;27;12;2;18;17;7;6;5;6;5;29;15;4;20;18;10;9;5;6;5
Veyle;PID_M011_????;Fell Child;---;Female;---;---;Default;Tome;Dagger;25;0;42;15;28;20;20;14;23;13;6;5;0;50;30;65;45;40;30;45;25;5;0;0;0;0;0;0;0;0;Fell Protection, (Equip Obscurité), (Equip Misericorde), (Nullify Damage), (Avoid Death);---;Stalwart;Veteran+;---;---;Daughter of the Fell Dragon. She is a brutal foe who seethes with oppressive malice.;42;15;28;20;20;14;23;13;6;5;44;16;31;22;22;16;26;15;6;5
Zephia;PID_M011_???;Melusine;---;Female;---;---;Default;Sword;---;23;0;36;14;15;15;21;12;16;7;8;6;0;75;45;45;45;60;40;45;25;10;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;The leader of the Four Hounds. She is descended from mage dragons and has lived thousands of years.;39;17;18;16;21;15;19;8;8;6;41;19;21;18;23;18;21;11;8;6
Griss;PID_M011_??;Sage;---;Male;---;---;Default;Staff;---;3;0;33;7;11;13;13;9;18;8;7;5;0;70;40;60;25;30;45;60;30;10;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -10);---;Veteran+;---;---;Fearsome member of the Four Hounds. A dangerously unstable and violent user of powerful magic.;35;9;15;13;13;12;22;9;7;5;37;10;18;15;15;14;25;12;7;5
Mauvier;PID_M011_???;Royal Knight;---;Male;---;---;Default;Staff;---;3;0;38;15;15;18;17;14;12;9;10;6;0;85;55;60;50;45;60;55;20;20;0;0;0;0;0;0;0;0;Contemplative, (Stuck), (Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;One of the Four Hounds. A rugged, honest man who's loyal to a fault.;41;19;18;20;17;18;16;9;10;6;43;21;21;22;19;21;18;13;10;6
Marni;PID_M011_???;General;---;Female;---;---;Default;Axe;---;3;0;44;20;5;13;6;24;8;8;13;4;0;90;60;25;10;20;65;35;30;15;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -10);Stalwart;Veteran+;---;---;One of the Four Hounds. A somewhat naive armored knight.;47;24;6;13;6;28;11;9;13;4;49;26;7;15;7;31;12;11;13;4
Corrupted;PID_M011_???_?????_??;Archer;---;Female;---;---;Default;---;---;12;0;25;8;0;14;9;2;1;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;27;11;1;15;9;6;5;3;6;4;29;13;3;17;11;8;7;4;6;4
Corrupted;PID_M011_???_??????_??;Lance Cavalier;---;Male;---;---;Default;---;---;14;0;32;9;1;14;13;6;3;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;33;12;3;15;12;9;7;4;8;5;36;14;5;17;15;12;10;5;8;5
Corrupted;PID_M011_???_????????;Sword Fighter;---;Male;---;---;Default;---;---;14;0;28;7;0;13;13;4;3;4;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;29;10;1;14;12;8;7;5;6;4;32;13;3;16;15;11;10;6;6;4
Corrupted;PID_M011_???_????????;Axe Fighter;---;Female;---;---;Default;---;---;13;0;35;10;0;8;10;5;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;38;14;1;8;10;8;3;1;9;4;40;16;2;10;12;11;5;2;9;4
Corrupted;PID_M011_???_????????_?????;Axe Fighter;---;Female;---;---;Default;---;---;13;0;35;10;0;8;10;5;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;38;14;1;8;10;8;3;1;9;4;40;16;2;10;12;11;5;2;9;4
Corrupted;PID_M011_???_????????;Lance Fighter;---;Male;---;---;Default;---;---;14;0;32;10;4;14;11;6;3;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;33;13;6;15;10;9;6;3;6;4;36;15;8;18;13;12;9;4;6;4
Corrupted;PID_M011_???_???;Mage;---;Male;---;---;Default;---;---;13;0;21;0;5;14;13;1;9;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;22;3;8;14;12;4;13;3;4;4;24;5;10;17;15;7;17;4;4;4
Corrupted;PID_M011_???_?????;Archer;---;Female;---;---;Default;---;---;12;0;25;8;0;14;9;2;1;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;27;11;1;15;9;6;5;3;6;4;29;13;3;17;11;8;7;4;6;4
Corrupted;PID_M011_???_???;Martial Monk;---;Male;---;---;Default;---;---;12;0;23;4;3;9;9;3;9;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;25;7;6;10;9;7;13;4;4;4;27;9;8;12;11;9;16;5;4;4
Corrupted;PID_M011_???_???;Thief;---;Female;---;---;Default;---;---;13;0;28;7;0;14;15;3;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;29;11;2;16;14;7;6;4;6;5;32;14;4;18;16;10;9;6;6;5
Corrupted;PID_M011_???_??????;Axe Cavalier;---;Female;---;---;Default;---;---;14;0;32;9;1;14;13;6;3;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;33;12;3;15;12;9;7;4;8;5;36;14;5;17;15;12;10;5;8;5
Corrupted;PID_M011_???_???????;Axe Armor;---;Female;---;---;Default;---;---;15;0;35;11;0;12;5;15;0;3;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;37;15;1;13;4;20;3;3;10;4;40;17;3;15;7;25;6;4;10;4
Corrupted;PID_M011_???_???????;Sword Flier;---;Female;---;---;Default;---;---;13;0;28;7;4;12;16;4;8;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;29;10;6;14;15;7;11;5;5;5;32;12;9;16;17;10;14;7;5;5
Corrupted Wyrm;PID_M011_???;Corrupted Wyrm;---;???;---;---;Default;---;---;23;0;47;0*;19;9;2;19;19;3;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A giant dragon raised by the Fell Dragon. Armored with tough scales and armed with powerful breath.;46;0*;19;8;2;18;18;3;16;2;50;0*;24;12;6*;24;24;3;17;2
Corrupted;PID_M012_???_????????;Sword Fighter;---;Male;---;---;Default;---;---;15;0;28;7;0;13;16;4;3;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;31;11;1;15;16;9;8;4;6;4;33;13;4;17;19;11;10;4;6;4
Corrupted;PID_M012_???_???????;Swordmaster;---;Male;---;---;Default;---;---;1;17;31;10;1;17;21;6;5;7;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;34;14;5;19;21;10;9;8;8;5;36;16;7;21;24;12;11;8;8;5
Corrupted;PID_M012_???_????????;Axe Fighter;---;Female;---;---;Default;---;---;14;0;37;11;0;8;10;3;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;40;16;1;9;10;7;3;0;9;4;42;18;3;11;12;8;6;0;9;4
Corrupted;PID_M012_???_?????????;Axe Fighter;---;Female;---;---;Default;---;---;13;0;35;11;0;8;9;3;0;-1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;39;15;1;9;9;7;3;0;9;4;40;15;2;9;11;8;5;0;9;4
Corrupted;PID_M012_???_??????;Warrior;---;Female;---;---;Default;---;---;1;17;42;14;0;12;14;6;3;1;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;45;19;3;13;14;10;7;2;11;5;48;21;6;16;17;12;10;2;11;5
Corrupted;PID_M012_???_??????;Wolf Knight;---;Female;---;---;Default;---;---;1;17;33;10;3;16;20;6;7;5;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;36;14;7;18;20;10;12;8;8;6;38;16;9;20;22;12;14;8;8;6
Corrupted;PID_M012_???_???;Mage;---;Female;---;---;Default;---;---;14;0;22;1;9;10;11;1;9;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;23;4;14;11;11;5;14;2;5;4;25;6;16;13;13;7;17;2;5;4
Corrupted;PID_M012_???_???;Martial Monk;---;Male;---;---;Default;---;---;13;0;24;4;7;9;10;3;9;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;26;8;10;10;10;7;14;3;4;4;28;10;12;12;12;9;17;3;4;4
Corrupted;PID_M012_???_???????;Lance Flier;---;Female;---;---;Default;---;---;15;0;29;7;4;14;17;4;8;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;32;11;8;15;17;9;13;5;5;5;34;13;10;18;19;10;14;5;5;5
Solmic Villager;PID_M012_???;Villager;---;Male;---;---;Default;---;---;9;0;30;4;1;10;12;8;5;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;25;4;1;10;9;8;5;5;6;4;26;4;1;10;11;8;5;5;6;4
Solmic Villager;PID_M012_???;Villager;---;Female;---;---;Default;---;---;9;0;30;4;1;10;12;8;5;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;25;4;1;10;9;8;5;5;6;4;26;4;1;10;11;8;5;5;6;4
Solmic Villager;PID_M012_???;Villager;---;Male;---;---;Default;---;---;9;0;30;4;1;10;12;8;5;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;A citizen of the Queendom of Solm.;25;4;1;10;9;8;5;5;6;4;26;4;1;10;11;8;5;5;6;4
Tetchie;PID_M013_??_???;Barbarian;---;Male;---;---;Default;---;---;21;0;56;17;0;10;16;5;6;2;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -20);---;Unbreakable;---;---;Boss of a band of thieves and Totchie's older twin. Commands the Corrupted that haunt the oasis.;56;26;1;10;16;14;15*;2;13;4;59;30;4;13;19;18;15*;2;13;4
Totchie;PID_M013_??_???;Barbarian;---;Male;---;---;Default;---;---;21;0;51;22;0;10;17;10;1;2;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Foe with Death Convo);(Hit/Avoid -20);---;Unbreakable;---;---;Boss of a band of thieves and Tetchie's younger twin. Commands the Corrupted that haunt the oasis.;51;31;1;10;17;19;10;2;13;4;54;35;4;13;20;23*;14;2;13;4
Ruffian;PID_M013_??;Barbarian;---;Male;---;---;Default;---;---;16;0;41;15;0;8;10;4;1;2;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;One of a band of ruffians who have chosen destruction and pillaging as their livelihood.;41;18;1;8;10;7;4;2;12;4;43;21;3;10;13;10;7;2;12;4
Corrupted;PID_M013_???_???????;Wyvern Knight;---;Male;---;---;Default;---;---;1;0;42;14;6;16;17;10;7;7;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;44;20;9;19;19;16;11;7;10;6;47;24;11;22;21;20;15;7;10;6
Corrupted;PID_M013_???_???????;Axe Flier;---;Female;---;---;Default;---;---;15;0;32;9;6;15;17;6;10;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;32;11;8;15;17;9;13;7;5;5;34;13;10;18;19;11;15;7;5;5
Corrupted;PID_M013_???_???????;Sword Flier;---;Female;---;---;Default;---;---;15;0;32;9;6;15;17;6;10;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;32;11;8;15;17;9;13;7;5;5;34;13;10;18;19;11;15;7;5;5
Corrupted;PID_M013_???_????????;Axe Fighter;---;Male;---;---;Default;---;---;15;0;41;13;0;9;10;4;1;2;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;41;16;1;9;10;7;3;2;9;4;43;19;3;11;12;10;6;2;9;4
Corrupted;PID_M013_???_??????;Warrior;---;Male;---;---;Default;---;---;1;0;46;17;1;12;16;8;4;4;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;49;22;4;15;16;12;8;4;12;5;52;26;7;17;18;15;12;4;12;5
Corrupted;PID_M013_???_????????;Sword Fighter;---;Male;---;---;Default;---;---;15;0;31;9;0;15;16;6;5;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;31;11;1;15;16;9;8;6;6;4;33;13;4;17;19;11;10;6;6;4
Corrupted;PID_M013_???_???????;Swordmaster;---;Female;---;---;Default;---;---;1;0;34;11;3;17;21;8;7;12;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;36;16;6;20;23;12;11;12;8;5;39;18;9;23;26;15;14;12;8;5
Corrupted;PID_M013_???_???;Mage;---;Female;---;---;Default;---;---;15;0;23;2;11;12;12;2;11;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;23;4;14;12;12;5;15;4;5;4;25;6;17;14;14;8;18;4;5;4
Corrupted;PID_M013_???_??????;Wolf Knight;---;Female;---;---;Default;---;---;1;0;38;10;5;16;19;8;10;11;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;38;16;8;19;21;12;14;11;8;6;41;18;11;22;24;15;17;11;8;6
Corrupted;PID_M013_???_?????;Sniper;---;Female;---;---;Default;---;---;2;0;38;14;1;22;13;8;5;8;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;38;20;4;25;15;12;9;8;8;5;41;23;7;28;18;16;13;8;8;5
Corrupted;PID_M013_???_?????;Archer;---;Female;---;---;Default;---;---;15;0;30;11;0;17;11;4;3;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -10);---;---;---;---;A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.;30;13;1;17;11;7;6;5;6;4;32;15;4;20;13;10;9;5;6;4
Hortensia;PID_M014_??????;Wing Tamer;---;Female;---;---;Default;Staff;---;22;0;37;6;16;20;22;7;14;12;5;5;0;40;10;25;35;45;20;40;30;5;0;0;0;0;0;0;0;0;Big Personality, (Stuck), (Foe with Death Convo);(Hit/Avoid -20);Stalwart;Veteran+;---;---;Hortensia under Zephia's control. Her consciousness is submerged and she is unaware of what is said to her.;37;11;21;20;22;12;19;12;5;5;37;11;21;20;22;12;19;12;5;5
Zephia;PID_M014_???;Melusine;---;Female;---;---;Default;Sword;---;24;0;39;12;13;16;22;10;14;8;8;6;0;75;45;45;45;60;40;45;25;10;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -20);Stalwart;Veteran+;---;---;The leader of the Four Hounds. She is descended from mage dragons and has lived thousands of years.;39;17;18;16;22;15;19;8;8;6;39;17;18;16;22;15;19;8;8;6
Mauvier;PID_M014_???;Royal Knight;---;Male;---;---;Default;Staff;---;5;0;43;15;14;21;18;14;12;10;11;6;0;85;55;60;50;45;60;55;20;20;0;0;0;0;0;0;0;0;Contemplative, (Stuck), (Foe with Death Convo);(Hit/Avoid -20);Stalwart;Veteran+;---;---;One of the Four Hounds. A rugged, honest man who's loyal to a fault.;43;20;19;21;18;19;17;10;11;6;43;20;19;21;18;19;17;10;11;6
Marni;PID_M014_???;General;---;Female;---;---;Default;Axe;---;5;0;49;20;7;9;7;20;5;10;13;4;0;90;60;25;10;20;65;35;30;15;0;0;0;0;0;0;0;0;(Stuck), (Foe with Death Convo);(Hit/Avoid -20);Stalwart;Veteran+;---;---;One of the Four Hounds. A somewhat naive armored knight.;49;25;7;9;7;29;9;10;13;4;49;25;7;9;7;29;9;10;13;4
Elusian Soldier;PID_M014_??????_???????;High Priest;---;Female;---;---;Default;---;---;1;0;31;5;16;16;15;5;18;13;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;8;21;16;15;9;24;13;7;5;34;11;23;18;17;13;27;13;7;5
Elusian Soldier;PID_M014_??????_???;Martial Monk;---;Female;---;---;Default;---;---;16;0;28;7;10;11;11;5;12;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;29;10;13;12;12;9;17;6;5;4;30;11;14;14;13;11;19;6;5;4
Elusian Soldier;PID_M014_??????_???????;Wyvern Knight;---;Male;---;---;Default;---;---;1;0;44;17;6;19;17;8;7;7;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;46;22;9;21;20;17;11;7;10;6;47;24;11;22;21;20;15;7;10;6
Elusian Soldier;PID_M014_??????_???????;Axe Flier;---;Female;---;---;Default;---;---;15;0;32;9;6;15;17;6;10;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;8;17;18;9;13;8;6;5;34;13;10;18;19;11;15;7;5;5
Elusian Soldier;PID_M014_??????_???????;Sword Flier;---;Female;---;---;Default;---;---;15;0;32;9;6;15;17;6;10;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;33;12;8;17;18;9;13;8;6;5;34;13;10;18;19;11;15;7;5;5
Elusian Soldier;PID_M014_??????_?????;Archer;---;Female;---;---;Default;---;---;15;0;30;9;0;17;11;4;3;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;31;14;2;19;11;8;7;5;6;4;32;15;4;20;13;10;9;5;6;4
Elusian Soldier;PID_M014_??????_???;Mage;---;Female;---;---;Default;---;---;15;0;23;2;11;12;12;2;11;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;24;4;15;12;12;6;16;4;6;4;25;6;17;14;14;8;18;4;5;4
Elusian Soldier;PID_M014_??????_????????;Sword Fighter;---;Male;---;---;Default;---;---;15;0;31;7;0;15;16;6;5;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;32;12;2;16;18;9;8;7;7;4;33;13;4;17;19;11;10;6;6;4
Elusian Soldier;PID_M014_??????_????????;Hero;---;Male;---;---;Default;---;---;2;0;41;16;0;18;20;11;5;10;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;43;21;3;19;21;16;10;11;10;5;44;24;6;21;23;19;13;10;10;5
Elusian Soldier;PID_M014_??????_???????;Swordmaster;---;Female;---;---;Default;---;---;1;0;36;13;3;20;23;8;7;12;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;An ordinary soldier in the Elusian army.;38;17;6;22;25;12;11;12;8;5;39;18;9;23;26;15;14;12;8;5
